Strongbad, 5 0 -3 0 -3 0 0 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 0 0 0 0 0 0 0 3 0 3 0 0 0 -5 0 1 0 5 5 1 0 0 0 5 0 1 1 0 0 0 3 
Brian, 5 0 0 0 0 0 0 0 0 3 0 0 0 0 5 0 0 0 0 5 0 0 0 5 0 3 0 0 0 0 1 0 0 0 0 1 0 5 3 5 0 0 5 3 0 0 0 0 0 3 5 0 0 0 0 
Douglas Anderson, 5 0 0 0 0 0 0 0 0 3 0 0 0 0 5 0 0 0 0 5 0 0 0 5 0 3 0 0 0 0 1 0 0 0 0 1 0 5 3 5 0 0 5 3 0 0 0 0 0 3 5 0 0 0 0 
chrispeh, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
Rudy A, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 5 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 
McLovin, 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 -5 3 0 -5 0 0 0 0 0 0 0 0 -3 0 0 0 0 0 0 3 0 0 0 0 0 
Mike Williams, 3 0 5 0 0 0 5 0 0 5 0 5 0 5 0 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 1 1 0 5 0 3 0 0 5 5 0 5 5 3 0 0 0 0 0 1 -3 0 0 0 0 
Dude, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 5 0 0 0 -3 0 0 0 0 
Hideo, 0 0 -3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 -5 0 0 0 0 5 0 0 0 5 5 0 0 0 0 0 5 5 0 0 0 0 
Rudy Ann, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 0 0 -5 0 0 0 0 0 1 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 
Don Wang, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 3 0 0 0 3 3 0 0 0 0 0 0 3 0 0 0 0 
Anna-Carol, 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 5 0 0 0 3 0 0 0 3 0 0 0 0 0 0 3 0 0 0 0 
SubRia, 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 5 0 3 -5 0 0 0 0 0 0 0 0 0 0 1 3 3 -3 0 0 0 0 3 3 1 -3 0 0 0 0 0 0 0 3 3 0 0 0 0 
Ella, 0 0 0 0 0 0 0 3 0 0 3 1 0 0 0 0 3 0 0 3 0 0 0 0 0 0 0 0 0 0 -5 1 0 -5 0 5 0 0 1 0 0 3 0 5 0 0 0 0 0 0 0 0 0 0 0 
Leslie, 5 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 5 -5 0 0 0 0 5 0 0 0 -5 5 0 0 0 0 0 5 5 0 0 0 0 
Sam, 0 3 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
Cedric Jones, 0 0 0 0 0 0 0 0 0 3 0 0 5 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 1 0 5 -5 0 0 0 0 0 3 0 0 0 5 0 0 0 0 0 0 0 0 5 0 0 
Don Wang, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 3 0 0 0 3 3 0 0 0 0 0 0 3 0 0 0 0 
McLean, 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 3 0 0 0 0 0 0 5 0 0 0 0 0 0 5 0 0 3 0 0 0 5 5 0 0 0 5 5 0 0 0 0 0 0 5 0 1 0 5 
